vidid,ad_view
VID_2655,2009
VID_2283,99
VID_20377,1036
VID_1538,4223
VID_5764,933
VID_6213,29
VID_18852,1166
VID_18267,2500
VID_15039,230
VID_5959,8
VID_22931,32
VID_1321,17
VID_17676,560
VID_18921,211
VID_14791,2
VID_21495,416
VID_6570,4
VID_2700,2609
VID_16589,210
VID_18376,406
VID_891,3512
VID_738,983
VID_13266,4
VID_23251,688
VID_16498,9
VID_23265,22
VID_16164,28
VID_779,271
VID_7986,4943
VID_19349,22
VID_2346,1700
VID_17752,23
VID_3429,22
VID_3290,10
VID_2659,28
VID_1449,3700
VID_15376,112
VID_21154,2205
VID_10758,4
VID_3403,3
VID_9283,1384
VID_21863,4762
VID_12530,540
VID_17712,1149
VID_10412,436
VID_4473,869
VID_13480,5
VID_1047,32
VID_4385,2
VID_22576,386
VID_7369,7
VID_9325,289
VID_808,116
VID_4016,6
VID_3664,174
VID_13543,42
VID_3781,15
VID_7601,102
VID_2326,142
VID_1166,16
VID_2017,21
VID_15861,35
VID_15526,228
VID_11073,19
VID_23553,1510
VID_21554,5973
VID_17164,4973
VID_8699,13
VID_6979,4
VID_19528,3
VID_15329,4
VID_17902,65
VID_19209,7318
VID_9759,3787
VID_1641,18
VID_2047,14
VID_16224,106
VID_20758,617
VID_17410,22
VID_2362,9043
VID_2774,2
VID_5569,13
VID_15722,146
VID_3985,1
VID_17546,4516
VID_22256,4352
VID_15767,170
VID_2446,1
VID_2426,131
VID_22748,3829
VID_8250,33
VID_1076,809
VID_10845,14
VID_14024,5
VID_14066,22
VID_6495,375
VID_11083,21
VID_9712,4481
VID_492,18
VID_20815,15
VID_12344,708
VID_22058,13
VID_23523,3548
VID_13752,20149
VID_6415,3
VID_7582,3339
VID_16220,5798
VID_14850,2284
VID_12012,2
VID_16394,2
VID_9670,291
VID_3890,2
VID_18341,3
VID_9101,2
VID_17846,1652
VID_9912,119
VID_11472,247
VID_3341,6
VID_4752,596
VID_2744,58
VID_4607,85
VID_5427,19
VID_1585,16728
VID_21553,457
VID_2915,28650
VID_762,209
VID_6186,6
VID_6989,4
VID_17223,3
VID_18860,5319
VID_20161,15
VID_2578,939
VID_5233,21
VID_2441,154
VID_13270,3
VID_20433,835
VID_3644,209
VID_1514,9918
VID_22481,304
VID_14913,24
VID_16026,6720
VID_17704,39
VID_17379,1759
VID_6630,1
VID_15734,2408
VID_1494,9041
VID_21836,1512
VID_14953,2407
VID_15288,4641
VID_9404,471
VID_5406,2514
VID_1817,24
VID_19464,3893
VID_5768,4
VID_19788,58
VID_10808,4959
VID_17505,110
VID_15995,19
VID_7354,139
VID_20351,1698
VID_4782,252
VID_15485,2209
VID_8619,30
VID_22605,1
VID_20207,7
VID_3174,34
VID_23315,3
VID_12199,384
VID_17773,5
VID_12548,3
VID_11431,157
VID_6709,2
VID_10822,482
VID_8464,845
VID_11700,2
VID_15946,629
VID_22427,308
VID_3670,2771
VID_19079,15
VID_16611,93
VID_17858,184
VID_20749,92
VID_6217,58
VID_17338,9
VID_5399,675
VID_5468,135
VID_3557,279
VID_23505,254
VID_12088,929
VID_7221,2414
VID_18481,2759
VID_13192,1413
VID_16863,2
VID_5054,31
VID_12975,877
VID_21783,5
VID_9357,5
VID_8894,7
VID_3305,10
VID_4707,110
VID_8448,723
VID_17151,205
VID_9846,24
VID_15154,762
VID_16794,19
VID_121,550
VID_7847,2
VID_16209,21
VID_18075,6
VID_2791,4716
VID_2802,3
VID_18955,545
VID_15870,484
VID_3808,26
VID_22619,684
VID_18407,845
VID_4381,33
VID_5156,1223
VID_8299,57
VID_4166,19
VID_339,778
VID_8476,41
VID_10494,3
VID_15819,230
VID_16240,166
VID_4179,138
VID_19261,44
VID_13150,48
VID_23213,705
VID_19387,31
VID_18482,2123
VID_21176,1907
VID_12966,87
VID_8887,5
VID_19996,377
VID_18408,1013
VID_8276,978
VID_6352,107
VID_6445,1
VID_20387,11653
VID_9546,265
VID_21790,1405
VID_7654,49
VID_16712,3277
VID_10840,2
VID_19999,167
VID_13822,6
VID_18980,2472
VID_10008,17
VID_4530,30
VID_16351,195
VID_15778,2120
VID_21149,15
VID_4818,7
VID_11049,366
VID_7002,4
VID_878,742
VID_11984,72
VID_15141,59
VID_218,2
VID_11124,85
VID_16095,18
VID_18327,7591
VID_11341,8
VID_9023,2099
VID_12220,343
VID_22437,1750
VID_16257,619
VID_16551,17
VID_18659,3
VID_21731,30
VID_16612,608
VID_741,3
VID_4741,67
VID_15437,14
VID_16979,117
VID_6796,320
VID_22820,56
VID_3926,8
VID_3214,6
VID_22874,2038
VID_10811,2404
VID_8140,3
VID_16038,810
VID_3998,794
VID_5744,450
VID_797,6857
VID_4270,13
VID_5027,18
VID_16970,1466
VID_13237,1717
VID_19787,142
VID_2360,616
VID_17808,216
VID_22556,2235
VID_6448,118
VID_12337,360
VID_19338,4404
VID_18567,37
VID_5157,491
VID_19874,56
VID_6210,11
VID_13174,99
VID_20275,1
VID_4834,16
VID_10627,39
VID_8658,7
VID_16787,2
VID_4001,4
VID_3869,82
VID_10192,8
VID_10191,2
VID_20157,3
VID_633,272
VID_20398,2915
VID_620,160
VID_17579,41
VID_15683,19
VID_22472,4624
VID_16133,19
VID_2723,8949
VID_23463,28
VID_19433,614
VID_1258,1347
VID_19005,3314
VID_13785,6
VID_13072,29
VID_17216,538
VID_18241,45
VID_695,156
VID_7968,4
VID_11393,6
VID_9040,6
VID_17373,174
VID_23010,236
VID_9034,12
VID_10678,2
VID_9438,25
VID_18624,5
VID_23585,15536
VID_22259,1376
VID_12381,849
VID_23529,142
VID_8433,2
VID_6543,122
VID_17147,4560
VID_9693,373
VID_11400,175
VID_14868,27157
VID_22158,1636
VID_12391,2
VID_13194,8742
VID_18136,890
VID_7356,166
VID_2548,19
VID_21902,3998
VID_1017,204
VID_11027,368
VID_5825,8
VID_2288,841
VID_5896,7
VID_8107,1239
VID_7877,94
VID_6636,7
VID_19179,26
VID_20492,37
VID_22422,1430
VID_4835,499
VID_10209,7
VID_10051,392
VID_21646,1480
VID_20903,2886
VID_6143,41
VID_3154,40
VID_4902,670
VID_21950,1329
VID_4699,5
VID_18711,297
VID_12978,544
VID_3507,5
VID_20562,1544
VID_20961,3356
VID_16426,19
VID_23661,60
VID_1678,76
VID_7006,11
VID_11426,87
VID_8634,8304
VID_14700,217
VID_1770,274
VID_13216,216
VID_22569,83
VID_715,216
VID_18368,127
VID_11494,315
VID_15003,65
VID_21715,1960
VID_4169,662
VID_22264,34
VID_2968,77
VID_12447,1
VID_9778,1060
VID_15121,3
VID_3824,10
VID_6956,14
VID_4669,5325
VID_16711,650
VID_3694,5
VID_6768,395
VID_4194,11938
VID_19571,29
VID_9057,4
VID_23283,435
VID_14692,80
VID_6076,2
VID_3807,155
VID_9145,79
VID_20159,752
VID_10295,679
VID_3501,7
VID_19021,2076
VID_18643,27
VID_9490,88
VID_2822,4
VID_19575,3
VID_2973,12
VID_12902,9
VID_5057,3416
VID_20090,129
VID_7915,4
VID_19371,1
VID_7190,80
VID_19870,1
VID_9870,390
VID_8285,1
VID_18128,6725
VID_207,201
VID_23719,3
VID_21477,240
VID_1009,1069
VID_15931,49
VID_22917,1727
VID_4589,18
VID_8458,864
VID_2796,4953
VID_15542,155
VID_22408,478
VID_15124,7
VID_17825,3093
VID_473,9
VID_10437,2848
VID_1701,4
VID_7055,4226
VID_16785,3
VID_5662,401
VID_20873,1854
VID_1767,8
VID_17638,4
VID_7439,2
VID_22736,784
VID_2063,36
VID_6782,960
VID_8267,3
VID_16222,100
VID_19217,13
VID_5556,17
VID_2781,10
VID_3398,17
VID_20734,2946
VID_12911,64
VID_21097,725
VID_12933,2200
VID_3493,6
VID_3974,11
VID_10334,3
VID_22024,70
VID_18595,7
VID_22391,2450
VID_6879,5
VID_11227,127
VID_17843,1106
VID_422,1396
VID_10140,1992
VID_18713,1537
VID_21126,8672
VID_19326,38
VID_23094,10
VID_21607,21
VID_2816,143
VID_12093,601
VID_8251,1
VID_18894,510
VID_19060,16048
VID_8749,35
VID_9961,2
VID_15789,16
VID_17148,1992
VID_20463,222
VID_11779,82
VID_19291,1416
VID_12264,21
VID_7103,23
VID_15427,53
VID_1957,42
VID_13701,7
VID_11675,352
VID_5046,7
VID_16314,4
VID_18123,1799
VID_19678,10556
VID_10699,80
VID_9360,111
VID_7925,7
VID_14266,10941
VID_12351,420
VID_8375,12
VID_13085,233
VID_14627,136
VID_7660,1468
VID_13442,1936
VID_18465,937
VID_15695,206
VID_7070,826
VID_15025,1
VID_21116,3263
VID_21453,63
VID_18774,607
VID_16756,2130
VID_5096,14
VID_4248,24
VID_18169,736
VID_21841,255
VID_12781,38
VID_16370,35
VID_15825,484
VID_403,7
VID_4781,5
VID_12345,289
VID_15538,108
VID_14025,1464
VID_16936,447
VID_20095,670
VID_7438,110
VID_11729,9
VID_4999,72
VID_7607,1
VID_5689,6
VID_3281,7
VID_9112,8
VID_8994,20
VID_15996,19
VID_9323,17
VID_18362,5278
VID_11186,6
VID_10392,437
VID_1255,9
VID_23346,5
VID_9832,3331
VID_9940,14
VID_9643,72956
VID_16938,1225
VID_1290,718
VID_3426,36
VID_4630,8
VID_21321,14
VID_21885,100
VID_7089,43772
VID_11630,866
VID_13119,27
VID_20792,132
VID_17330,299
VID_7240,2121
VID_2772,968
VID_11850,3666
VID_20200,4
VID_15212,210
VID_6943,2
VID_20897,322
VID_1388,3279
VID_10288,756
VID_16511,9
VID_18946,415
VID_16479,8416
VID_7422,736
VID_21044,69
VID_1022,1421
VID_8836,34
VID_15949,1519
VID_12758,2444
VID_9653,4
VID_19118,8098
VID_13758,817
VID_3984,4
VID_20795,2232
VID_23747,5
VID_8467,723
VID_14253,166
VID_16822,2
VID_6401,4
VID_7485,4
VID_23700,674
VID_2664,4
VID_6590,648
VID_3594,4
VID_12185,200
VID_10863,1
VID_13128,68
VID_17394,28
VID_10118,10
VID_3559,20
VID_13498,236
VID_14367,8
VID_20405,44
VID_16195,74
VID_17500,3341
VID_1706,21
VID_1051,235
VID_15107,13739
VID_3247,26
VID_974,351
VID_7247,206
VID_20898,3197
VID_5140,8
VID_5354,7
VID_862,1122
VID_3770,22
VID_13847,672
VID_6902,15411
VID_10510,6
VID_20502,3579
VID_16813,186
VID_15686,214
VID_6504,4001
VID_22493,904
VID_21264,6
VID_2210,2
VID_15908,624
VID_22634,5
VID_3721,9
VID_15698,562
VID_17683,1
VID_3146,4
VID_11479,682
VID_23671,1245
VID_7740,45
VID_1291,27
VID_22681,38
VID_19585,66
VID_22393,1768
VID_13111,16
VID_23369,370
VID_18885,37
VID_5195,60
VID_19343,3874
VID_11184,1
VID_12810,14
VID_7882,5
VID_16066,1
VID_18688,12458
VID_19392,187
VID_19633,2546
VID_991,2458
VID_6997,352
VID_17271,157
VID_6893,440
VID_6487,34
VID_18737,1600
VID_16886,2
VID_17757,4
VID_4288,65
VID_8491,72
VID_9226,4
VID_11228,489
VID_22329,730
VID_16365,25
VID_16461,3623
VID_8243,15
VID_13703,44
VID_8413,3391
VID_20510,7
VID_11330,188
VID_15735,2113
VID_11622,106
VID_10581,3644
VID_11038,5678
VID_20957,20
VID_1676,2
VID_4613,362
VID_16008,4078
VID_3584,3
VID_1864,784
VID_13943,4
VID_16911,1
VID_14835,241
VID_21499,885
VID_1744,6678
VID_21489,3601
VID_9505,99553
VID_7855,3
VID_8220,553
VID_20726,1928
VID_17091,74
VID_2596,488
VID_6602,17
VID_12640,64
VID_7351,2
VID_20717,9
VID_20830,79
VID_22439,3128
VID_1886,12
VID_13200,2
VID_23246,144
VID_11303,96
VID_1637,9
VID_4191,615
VID_3250,519
VID_19430,4
VID_22757,673
VID_2532,349
VID_22753,637
VID_14870,2
VID_1337,13
VID_23507,2
VID_7383,3
VID_21221,2145
VID_2649,4
VID_18849,3725
VID_21545,175
VID_15540,6
VID_1980,1326
VID_20833,23
VID_20003,444
VID_21982,3
VID_22599,50
VID_1466,11
VID_1750,3
VID_17845,104
VID_11487,86
VID_11878,379
VID_8818,162
VID_17025,3367
VID_11500,2851
VID_17632,6
VID_6335,10
VID_16115,464
VID_6845,4
VID_8653,22
VID_23248,579
VID_14433,6
VID_3042,1398
VID_8705,19
VID_13634,446
VID_20550,27
VID_7395,10
VID_11989,2154
VID_3014,4866
VID_8278,422
VID_14650,8
VID_9617,4
VID_17279,182
VID_952,834
VID_140,2817
VID_22429,7507
VID_2263,10
VID_19823,24
VID_1674,157
VID_1620,24
VID_9818,4199
VID_18530,1
VID_11895,3
VID_421,1414
VID_9466,550
VID_17602,5
VID_3845,2
VID_11953,204
VID_22966,191
VID_4585,43
VID_9050,20
VID_19062,12
VID_21585,7
VID_19472,43
VID_23199,1358
VID_6044,8
VID_11301,26
VID_13916,221
VID_15461,9
VID_16969,1010
VID_18216,2
VID_20536,33
VID_4122,4
VID_16694,491
VID_5176,163
VID_21605,6410
VID_509,22
VID_13572,22
VID_16957,1687
VID_9876,740
VID_5737,6
VID_19766,204
VID_19778,623
VID_12550,5
VID_8287,1
VID_22506,7
VID_2524,266
VID_7535,207
VID_13143,27
VID_23761,44
VID_14063,15
VID_6909,15
VID_12319,9
VID_11749,154
VID_17725,8
VID_6462,6
VID_16633,438
VID_16391,5
VID_4603,76
VID_2279,10
VID_15072,509
VID_21812,57
VID_4986,872
VID_23509,124
VID_21852,3594
VID_2743,140
VID_2506,559
VID_1351,1493
VID_806,19
VID_845,75
VID_19892,106
VID_13970,3
VID_19321,3001
VID_10265,2
VID_4576,3400
VID_14221,56
VID_15855,104
VID_10644,16
VID_19372,5072
VID_5167,1327
VID_467,6
VID_7271,5
VID_20206,45
VID_23132,5047
VID_19688,5315
VID_3487,19
VID_20701,115
VID_13525,62
VID_4076,16
VID_3026,1001
VID_5349,80
VID_21331,31
VID_12561,1310
VID_19216,2374
VID_14353,5729
VID_1753,631
VID_1505,94
VID_20767,14
VID_3187,6
VID_573,14
VID_12147,45
VID_16065,365
VID_2897,1062
VID_8435,476
VID_20803,30
VID_18457,5
VID_1843,181
VID_7725,1741
VID_5479,3
VID_13088,13
VID_11708,1
VID_6035,630
VID_12426,606
VID_5651,12
VID_382,1090
VID_5139,187
VID_4575,1
VID_7543,31
VID_8900,8
VID_2939,19486
VID_10575,268
VID_16411,213
VID_5060,2290
VID_23060,1247
VID_5148,2605
VID_14243,76
VID_150,5312
VID_2460,53
VID_8473,498
VID_15463,21
VID_3821,500
VID_20967,1994
VID_1169,46
VID_5090,383
VID_640,438
VID_3538,6
VID_7633,876
VID_13520,194
VID_5161,87
VID_8585,51
VID_6573,5512
VID_1715,203
VID_21369,3
VID_20228,2
VID_4864,15
VID_5282,27
VID_3509,19
VID_21917,105
VID_22475,12415
VID_5872,18
VID_20544,24
VID_22972,144
VID_3966,1
VID_17079,1097
VID_15780,149
VID_22901,620
VID_20557,19
VID_11221,7
VID_18963,552
VID_13992,1
VID_21660,3141
VID_4753,4
VID_7803,31
VID_14124,9
VID_19041,303
VID_11030,17
VID_13826,3137
VID_6478,2
VID_10196,9
VID_10098,6
VID_16088,271
VID_3716,7
VID_16741,270
VID_10561,482
VID_12794,28
VID_4121,11
VID_595,482
VID_20627,14
VID_12260,11
VID_18856,968
VID_5722,655
VID_2613,659
VID_17559,158
VID_1221,372
VID_8210,44
VID_15497,18
VID_9615,12308
VID_21,5253
VID_13138,71
VID_5442,2
VID_14541,52
VID_782,12
VID_3270,21
VID_11097,301752
VID_1582,33568
VID_14403,1
VID_9916,5
VID_21763,16
VID_19126,225
VID_20631,9
VID_9577,3
VID_7170,2052
VID_1334,36
VID_18537,1014
VID_4341,311
VID_19408,3669
VID_18330,5432
VID_8528,67
VID_11628,5
VID_3444,8
VID_6934,257
VID_11638,11
VID_12731,12675
VID_17261,3
VID_8181,6
VID_485,36
VID_19748,6
VID_17180,32
VID_11171,1
VID_4561,517
VID_8483,3
VID_12085,122
VID_21003,6127
VID_17589,17
VID_6507,124
VID_15101,40
VID_5576,776
VID_2828,220
VID_17756,695
VID_17893,11
VID_8745,7
VID_23565,3490
VID_11642,2
VID_10176,36
VID_22978,13899
VID_5276,13
VID_19178,10
VID_8917,5
VID_6830,2887
VID_12984,138
VID_14382,5
VID_23092,236
VID_20337,2
VID_8155,28
VID_9254,12
VID_14477,811
VID_9412,46
VID_21525,37
VID_16779,876
VID_6980,64
VID_23676,1912
VID_4620,880
VID_9444,492
VID_19245,5
VID_23079,469
VID_19440,2020
VID_12843,6312
VID_10535,412
VID_4454,6
VID_19838,44
VID_15979,107
VID_5131,15
VID_16914,37
VID_3565,50
VID_9250,135
VID_9319,2528
VID_8579,130
VID_12492,112
VID_11274,119
VID_344,148
VID_12326,1096
VID_20844,19
VID_12795,1
VID_1880,48
VID_9528,9
VID_15000,234
VID_13555,110
VID_23007,5906
VID_21730,859
VID_14800,14603
VID_20283,7
VID_15092,5
VID_11319,1
VID_14250,26
VID_15481,238
VID_2275,9
VID_19697,885
VID_17907,3
VID_3482,13
VID_11970,238
VID_447,1552
VID_15075,701
VID_16514,89177
VID_8305,70
VID_12219,1994
VID_14358,8997
VID_771,8
VID_11177,1
VID_16404,1208
VID_1384,1
VID_7461,1
VID_6715,3
VID_3756,56
VID_11198,15
VID_21752,59
VID_60,1393
VID_529,2
VID_19721,3435
VID_15164,2
VID_6683,1
VID_11137,25
VID_20212,482
VID_12844,5
VID_6439,14
VID_8543,134
VID_18672,2103
VID_18178,25
VID_23567,614
VID_5316,14
VID_14029,581
VID_17924,186
VID_17516,69
VID_10619,439
VID_13580,80
VID_13923,1245
VID_10723,8
VID_15057,1060
VID_17841,6186
VID_22968,511
VID_791,2746
VID_617,19
VID_4383,105
VID_23611,1975
VID_20396,7073
VID_2123,1839
VID_5815,285
VID_3671,102
VID_802,49
VID_17002,152
VID_10565,89
VID_6828,440
VID_6426,15
VID_16005,39
VID_8947,11
VID_149,4
VID_9661,19
VID_3674,126
VID_9102,331
VID_23375,27
VID_6236,69
VID_9935,520
VID_15403,633
VID_2985,5540
VID_13620,1640
VID_2093,6
VID_3067,3
VID_6724,2
VID_10706,1
VID_12871,78
VID_2523,4
VID_17781,79
VID_15348,21
VID_262,166
VID_11547,24
VID_1121,3387
VID_402,16
VID_8223,22134
VID_22197,1247
VID_10907,210
VID_7503,1
VID_5978,1
VID_5952,4
VID_916,149
VID_16769,2432
VID_2954,4
VID_4046,8
VID_17053,549
VID_5404,8
VID_7077,142
VID_84,368
VID_17087,414
VID_5579,1323
VID_14726,96
VID_17621,375
VID_5885,28
VID_20203,5
VID_7701,2564
VID_20099,314
VID_3236,75
VID_19013,1254
VID_21688,1587
VID_13544,3
VID_15586,771
VID_6249,9
VID_3969,6
VID_2728,301
VID_12235,1
VID_16067,1528
VID_15083,140
VID_21143,53
VID_7389,1
VID_7405,1
VID_19975,4477
VID_13595,1203
VID_19444,153
VID_17191,7
VID_13991,1
VID_12365,2
VID_2629,9
VID_9543,94
VID_17398,4
VID_16943,2944
VID_3972,11
VID_18675,9620
VID_3624,6
VID_5407,15
VID_15170,47
VID_8886,13531
VID_10579,349
VID_6658,11272
VID_22386,2
VID_18513,12
VID_19074,591
VID_8524,176
VID_12135,1495
VID_1718,139
VID_7412,4
VID_8309,17
VID_182,1
VID_13436,1047
VID_16904,1
VID_13214,486
VID_294,1123
VID_8478,2
VID_10481,6
VID_18958,716
VID_12424,4
VID_9387,65
VID_10460,331
VID_7164,12
VID_4706,1
VID_14480,20
VID_1446,7066
VID_1995,185
VID_2425,985
VID_22544,354
VID_11975,72
VID_675,52
VID_19755,45
VID_10646,118
VID_2549,311
VID_5480,11
VID_4514,1664
VID_10899,5
VID_3573,5
VID_5753,481
VID_23596,461
VID_16203,16
VID_2463,27
VID_21807,148
VID_16103,562
VID_21266,164
VID_5365,19
VID_7497,2
VID_13829,225
VID_18382,3
VID_5014,3
VID_19879,57
VID_20333,4
VID_23578,17
VID_2338,530
VID_8743,3142
VID_15709,21
VID_16774,1
VID_2756,1530
VID_20158,110
VID_15226,3
VID_15620,13929
VID_15878,178
VID_13221,61
VID_9764,232
VID_1130,166
VID_13049,23
VID_1953,9
VID_10645,4
VID_3810,1376
VID_3280,2
VID_4655,430
VID_20083,1668
VID_22404,221
VID_2978,397
VID_22782,3786
VID_18288,10886
VID_20440,292
VID_6156,10
VID_15748,84
VID_8635,565
VID_23031,19
VID_7806,94
VID_11158,15
VID_3708,2
VID_21878,8
VID_23630,17
VID_13965,233
VID_21867,3545
VID_21630,33
VID_10037,10
VID_5425,1312
VID_6579,8
VID_5783,7
VID_19091,1271
VID_250,9
VID_13899,596
VID_20798,761
VID_1969,1507
VID_4460,11
VID_21761,1559
VID_13914,78
VID_5083,108
VID_12574,14706
VID_11835,15
VID_16824,2
VID_22797,15
VID_7920,31
VID_17282,62
VID_16013,5
VID_11445,37
VID_11855,788
VID_11652,423
VID_14294,10
VID_4043,3
VID_4360,45
VID_9338,140
VID_3401,11
VID_656,548
VID_17280,298
VID_1791,260
VID_9731,88
VID_16630,10
VID_17694,422
VID_14683,254
VID_1854,17
VID_2142,1178
VID_4338,2
VID_17744,93
VID_2867,1
VID_20972,1909
VID_22792,30
VID_4274,34
VID_20146,2514
VID_18434,34
VID_9708,3683
VID_5536,232
VID_22983,371
VID_17625,11
VID_16869,3
VID_22047,7
VID_3140,8
VID_3813,26
VID_3999,20
VID_20787,342
VID_11409,144
VID_20163,43
VID_22369,16146
VID_7500,7
VID_7724,458
VID_20622,57
VID_18177,912
VID_4787,19
VID_2530,1461
VID_23542,246
VID_6939,84
VID_19746,451
VID_19366,508
VID_7090,328
VID_12786,202
VID_10466,440
VID_21665,1323
VID_4258,10
VID_19098,1446
VID_17372,71
VID_19771,244
VID_1521,1279
VID_19360,60
VID_10218,3
VID_4273,15
VID_19121,2515
VID_4504,9636
VID_7872,1
VID_8376,30
VID_13006,22
VID_9889,1511
VID_11601,948
VID_12677,2
VID_3941,121
VID_14479,9
VID_10233,5
VID_22319,6
VID_6651,163
VID_11533,436
VID_8788,6
VID_21046,1
VID_3618,114
VID_7785,2
VID_12889,42
VID_15641,3
VID_10320,1162
VID_3075,141
VID_10421,9
VID_21437,21
VID_3389,7
VID_22527,2606
VID_476,327
VID_6802,7070
VID_6450,7
VID_10408,3951
VID_20323,58
VID_19756,18
VID_19544,2352
VID_29,1779
VID_15618,507
VID_23702,13
VID_15624,23
VID_19539,1568
VID_9836,738
VID_19666,2186
VID_6113,83
VID_12918,287
VID_20877,4439
VID_15887,2439
VID_8281,1164
VID_10546,1411
VID_16654,11
VID_23331,27
VID_13612,541
VID_14676,905
VID_10086,481
VID_19352,5435
VID_10072,178
VID_10685,25
VID_11811,58
VID_13370,3311
VID_15195,539
VID_8548,1265
VID_20518,1702
VID_19090,13
VID_6508,29
VID_20863,38
VID_2418,363
VID_17359,741
VID_17189,2
VID_20993,49
VID_4455,45
VID_6916,3
VID_6176,6
VID_22038,65
VID_21913,806
VID_17024,184
VID_14160,2813
VID_19848,1
VID_22308,7399
VID_15318,6896
VID_15886,202
VID_15011,114
VID_8404,141
VID_16132,108
VID_9328,5
VID_22524,48
VID_3491,10
VID_22120,4617
VID_14351,1347
VID_19686,58
VID_14035,656
VID_6583,4
VID_12274,15
VID_12301,2019
VID_13408,6
VID_21313,435
VID_2367,1324
VID_14861,580
VID_9910,740
VID_11639,188
VID_19814,263
VID_7534,1
VID_22291,51
VID_3744,273
VID_7588,118
VID_12490,1286
VID_11462,9
VID_7763,1
VID_2775,815
VID_16924,13
VID_5175,615
VID_18363,740
VID_698,96
VID_17321,34
VID_4651,1
VID_9566,19
VID_14177,4852
VID_12566,664
VID_12354,168
VID_6053,54
VID_23233,5259
VID_21906,664
VID_1884,115
VID_3635,1
VID_17160,321
VID_10798,304
VID_1730,664
VID_16601,313
VID_11310,32
VID_17445,482
VID_8479,5
VID_13055,4145
VID_18835,61
VID_13783,136
VID_11737,21
VID_48,2885
VID_16453,309
VID_18302,7444
VID_4140,22
VID_2001,174
VID_15636,2
VID_14764,4
VID_11110,1053
VID_13381,1
VID_8468,1707
VID_11128,81
VID_3666,5
VID_18029,594
VID_15330,23
VID_3431,9
VID_17766,315
VID_22846,910
VID_16463,91
VID_21316,168
VID_13310,603
VID_8202,506
VID_11210,4
VID_14630,6
VID_22366,22
VID_2253,1061
VID_4197,8
VID_21955,10
VID_5113,332
VID_5524,199
VID_6349,10
VID_21057,296
VID_17348,2178
VID_5794,1
VID_11215,5
VID_2355,36
VID_21793,22
VID_6388,679
VID_1393,6
VID_17997,9
VID_22688,19
VID_4511,1719
VID_18605,107
VID_2699,4294
VID_21101,44
VID_19946,159
VID_23078,615
VID_2610,14
VID_1859,19
VID_3438,16
VID_17493,108
VID_18444,813
VID_23656,1026
VID_1534,12
VID_19611,4237
VID_1915,18
VID_350,353
VID_7003,175
VID_21006,1958
VID_11266,762
VID_9475,4
VID_11371,2104
VID_17526,153
VID_16317,24
VID_1288,733
VID_6290,20
VID_11810,90
VID_10363,34
VID_19805,1
VID_23149,839
VID_20139,634
VID_12653,2634
VID_23504,570
VID_7720,567
VID_19871,46
VID_3364,3
VID_21471,16
VID_18057,46
VID_8029,6619
VID_23746,71
VID_1318,19
VID_1237,910
VID_12081,61
VID_9786,125
VID_16920,931
VID_6533,16
VID_6137,17
VID_16261,2422
VID_15307,976
VID_4312,4
VID_3133,4
VID_19877,11
VID_9875,213
VID_14567,23
VID_6408,28
VID_9941,639
VID_8735,239
VID_14373,11
VID_1206,6
VID_13749,5576
VID_1832,3
VID_18021,5
VID_11418,5
VID_9425,19360
VID_4547,3201
VID_14830,21
VID_14790,207
VID_8135,1
VID_14495,9
VID_20656,235
VID_12536,115
VID_3827,43
VID_16216,81
VID_19271,31
VID_14561,341
VID_8007,358
VID_7146,1003
VID_10217,510
VID_829,21
VID_15473,603
VID_11235,50
VID_7980,967
VID_17478,439
VID_15769,2123
VID_10817,12
VID_18668,5
VID_14181,15
VID_5463,1005
VID_14925,4
VID_6009,233
VID_1866,6
VID_2884,2433
VID_14846,33
VID_21587,12
VID_2516,2636
VID_16816,2
VID_3317,5
VID_7158,5
VID_20684,1756
VID_20778,603
VID_16845,17
VID_15126,2392
VID_375,108
VID_15560,1
VID_7149,704
VID_13632,11652
VID_11069,82
VID_22745,758
VID_22478,8333
VID_1479,15270
VID_17569,43
VID_13769,122
VID_8916,21
VID_23544,662
VID_3163,20
VID_9516,3
VID_12250,8
VID_3682,10
VID_17864,1
VID_13035,57
VID_9236,23
VID_12820,166
VID_6561,1
VID_23555,3
VID_4767,1297
VID_3419,11
VID_6766,46
VID_21078,11481
VID_4021,11903
VID_3228,1
VID_21247,14
VID_10223,5
VID_21180,454
VID_22032,21
VID_21329,4
VID_8011,3
VID_22770,6
VID_15059,359
VID_19257,516
VID_185,86
VID_16802,31
VID_17286,792
VID_2703,94
VID_13671,2398
VID_15125,144
VID_10389,93
VID_22094,271
VID_9569,363
VID_22338,239
VID_19116,62
VID_6127,3
VID_21196,12
VID_17866,37
VID_9645,1066
VID_20530,1573
VID_13015,67193
VID_13441,975
VID_17355,4490
VID_11003,386
VID_17352,233
VID_6990,1033
VID_16152,380
VID_12898,7
VID_10309,11
VID_15334,850
VID_8787,196
VID_13369,105
VID_13890,264
VID_16104,2382
VID_14844,185
VID_11280,9
VID_13290,2
VID_7508,3
VID_15814,136
VID_23261,158
VID_12177,954
VID_16219,16
VID_20029,76
VID_18308,1222
VID_6616,72
VID_7179,2353
VID_6229,11
VID_19741,2
VID_5039,3
VID_7367,8
VID_13183,265
VID_1833,218
VID_4245,7186
VID_21702,1258
VID_4192,8
VID_17959,25
VID_5387,185
VID_9648,47
VID_17540,1098
VID_7064,1116
VID_1044,9
VID_16251,57
VID_2860,39
VID_1119,1916
